,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
142,asylum,noun,c1,/əˈsaɪləm/,/əˈsaɪləm/,"protection that a government gives to people who have left their own country, usually because they were in danger for political reasons",to seek/apply for/be granted asylum,asylum_uk.mp3,asylum_us.mp3
143,atrocity,noun,c1,/əˈtrɒsəti/,/əˈtrɑːsəti/,"a cruel and violent act, especially in a war","In the war, both sides committed atrocities.",atrocity_uk.mp3,atrocity_us.mp3
144,attachment,noun,b2,/əˈtætʃmənt/,/əˈtætʃmənt/,a document that you send to somebody using email,No attachment was included.,attachment_uk.mp3,attachment_us.mp3
145,attain,verb,c1,/əˈteɪn/,/əˈteɪn/,"to succeed in getting something, usually after a lot of effort",Most of our students attained five ‘A’ grades in their exams.,attain_uk.mp3,attain_us.mp3
146,attendance,noun,c1,/əˈtendəns/,/əˈtendəns/,"the act of being present at a place, for example at school",Attendance at these lectures is not compulsory.,attendance_uk.mp3,attendance_us.mp3
147,attorney,noun,c1,/əˈtɜːni/,/əˈtɜːrni/,"a lawyer, especially one who can act for somebody in court",The prosecuting attorney began with a short opening statement.,attorney_uk.mp3,attorney_us.mp3
148,attribute,noun,c1,/ˈætrɪbjuːt/,/ˈætrɪbjuːt/,a quality or feature of somebody/something,Patience is one of the most important attributes in a teacher.,attribute_uk.mp3,attribute_us.mp3
149,attribute,verb,c1,/əˈtrɪbjuːt/,/əˈtrɪbjuːt/,to say or believe that something is the result of a particular thing,She attributes her success to hard work and a little luck.,attribute_uk.mp3,attribute_us.mp3
150,auction,noun,b2,/ˈɔːkʃn/,/ˈɔːkʃn/,a public sale in which things are sold to the person who offers the most money for them,an auction of paintings,auction_uk.mp3,auction_us.mp3
151,audio,adjective,b2,/ˈɔːdiəʊ/,/ˈɔːdiəʊ/,connected with sound that is recorded,audio and video recordings/files/clips,audio_uk.mp3,audio_us.mp3
152,audit,noun,c1,/ˈɔːdɪt/,/ˈɔːdɪt/,an official examination of business and financial records to see that they are true and correct,an annual audit,audit_uk.mp3,audit_us.mp3
153,authentic,adjective,c1,/ɔːˈθentɪk/,/ɔːˈθentɪk/,known to be real and what somebody claims it is and not a copy,I don't know if the painting is authentic.,authentic_uk.mp3,authentic_us.mp3
154,authorize,verb,c1,/ˈɔːθəraɪz/,/ˈɔːθəraɪz/,"to give official permission for something, or for somebody to do something","authorize something, I can authorize payments up to £5 000.",authorize_uk.mp3,authorize_us.mp3
155,auto,noun,c1,/ˈɔːtəʊ/,/ˈɔːtəʊ/,a car,the auto industry,auto_uk.mp3,auto_us.mp3
156,automatic,adjective,b2,/ˌɔːtəˈmætɪk/,/ˌɔːtəˈmætɪk/,having controls that work without needing a person to operate them,automatic doors,automatic_uk.mp3,automatic_us.mp3
157,automatically,adverb,b2,/ˌɔːtəˈmætɪkli/,/ˌɔːtəˈmætɪkli/,without needing a person to operate controls,The heating switches off automatically.,automatically_uk.mp3,automatically_us.mp3
158,autonomy,noun,c1,/ɔːˈtɒnəmi/,/ɔːˈtɑːnəmi/,"the freedom for a country, a region or an organization to govern itself independently",a campaign in Wales for greater autonomy,autonomy_uk.mp3,autonomy_us.mp3
159,availability,noun,c1,/əˌveɪləˈbɪləti/,/əˌveɪləˈbɪləti/,"the fact that something is possible to get, buy or find",the availability of cheap flights,availability_uk.mp3,availability_us.mp3
160,await,verb,c1,/əˈweɪt/,/əˈweɪt/,to wait for somebody/something,He is in custody awaiting trial.,await_uk.mp3,await_us.mp3
161,awareness,noun,b2,/əˈweənəs/,/əˈwernəs/,knowing something; knowing that something exists and is important,"awareness of something, an awareness of the importance of eating a healthy diet",awareness_uk.mp3,awareness_us.mp3
162,awkward,adjective,b2,/ˈɔːkwəd/,/ˈɔːkwərd/,making you feel embarrassed,There was an awkward silence.,awkward_uk.mp3,awkward_us.mp3
163,backdrop,noun,c1,/ˈbækdrɒp/,/ˈbækdrɑːp/,everything that can be seen around an event or scene,The mountains provided a dramatic backdrop for our picnic.,backdrop_uk.mp3,backdrop_us.mp3
164,backing,noun,c1,/ˈbækɪŋ/,/ˈbækɪŋ/,help and support from somebody to do something; financial support for something,The police gave the proposals their full backing.,backing_uk.mp3,backing_us.mp3
165,backup,noun,c1,/ˈbækʌp/,/ˈbækʌp/,extra help or support that you can get if necessary,The police had backup from the army.,backup_uk.mp3,backup_us.mp3
166,badge,noun,b2,/bædʒ/,/bædʒ/,"a small piece of metal or plastic, with a design or words on it, that a person wears or carries to show that they belong to an organization, support something, have achieved something, have a particular rank, etc.",She wore a badge saying ‘Vote for Coates’.,badge_uk.mp3,badge_us.mp3
167,bail,noun,c1,/beɪl/,/beɪl/,"money that somebody agrees to pay if a person accused of a crime does not appear at their trial. When bail has been arranged, the accused person is allowed to go free until the trial.",Can anyone put up bail for you?,bail_uk.mp3,bail_us.mp3
168,balanced,adjective,b2,/ˈbælənst/,/ˈbælənst/,keeping or showing a balance so that different things or different parts of something exist in equal or correct amounts,The programme presented a balanced view of the two sides of the conflict.,balanced_uk.mp3,balanced_us.mp3
169,ballet,noun,b2,/ˈbæleɪ/,/bæˈleɪ/,a style of dancing that tells a dramatic story with music but no talking or singing,She wants to be a ballet dancer.,ballet_uk.mp3,ballet_us.mp3
170,balloon,noun,b2,/bəˈluːn/,/bəˈluːn/,a small bag made of very thin rubber that becomes larger and rounder when you fill it with air or gas. Balloons are brightly coloured and used as decorations or toys.,to blow up/burst/pop a balloon,balloon_uk.mp3,balloon_us.mp3
171,ballot,noun,c1,/ˈbælət/,/ˈbælət/,the system of voting in writing and usually in secret; an occasion on which a vote is held,The chairperson is chosen by secret ballot.,ballot_uk.mp3,ballot_us.mp3
172,banner,noun,c1,/ˈbænə(r)/,/ˈbænər/,a long piece of cloth with a message on it that is carried between two poles or hung in a public place to show support for something,A huge banner over the street said ‘Welcome home’.,banner_uk.mp3,banner_us.mp3
173,bare,adjective,c1,/beə(r)/,/ber/,not covered by any clothes,She likes to walk around in bare feet.,bare_uk.mp3,bare_us.mp3
174,barely,adverb,b2,/ˈbeəli/,/ˈberli/,in a way that is just possible but only with difficulty,He could barely read and write.,barely_uk.mp3,barely_us.mp3
175,bargain,noun,b2,/ˈbɑːɡən/,/ˈbɑːrɡən/,a thing bought for less than the usual price,I picked up a few good bargains in the sale.,bargain_uk.mp3,bargain_us.mp3
176,barrel,noun,c1,/ˈbærəl/,/ˈbærəl/,"a large round container, usually made of wood or metal, with flat ends and, usually, curved sides",a beer/wine barrel,barrel_uk.mp3,barrel_us.mp3
177,basement,noun,b2,/ˈbeɪsmənt/,/ˈbeɪsmənt/,"a room or rooms in a building, partly or completely below the level of the ground",Kitchen goods are sold in the basement.,basement_uk.mp3,basement_us.mp3
178,basket,noun,b2,/ˈbɑːskɪt/,/ˈbæskɪt/,"a container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easily, for example plastic, wire or wicker.",a shopping basket,basket_uk.mp3,basket_us.mp3
179,bass,noun,c1,/beɪs/,/beɪs/,"the lowest tone or part in music, for instruments or voices",He always plays his stereo with the bass turned right up.,bass_uk.mp3,bass_us.mp3
180,bat,noun,b2,/bæt/,/bæt/,"a piece of wood with a handle, made in various shapes and sizes, and used for hitting the ball in games such as baseball, cricket and table tennis",a baseball/cricket bat,bat_uk.mp3,bat_us.mp3
181,bat,verb,c1,/bæt/,/bæt/,"to hit a ball with a bat, especially in a game of baseball or cricket",He bats very well.,bat_uk.mp3,bat_us.mp3
182,battlefield,noun,c1,/ˈbætlfiːld/,/ˈbætlfiːld/,a place where a battle is being fought or has been fought,heavy casualties on the battlefield,battlefield_uk.mp3,battlefield_us.mp3
183,bay,noun,c1,/beɪ/,/beɪ/,"a part of the sea, or of a large lake, partly surrounded by a wide curve of the land",the Bay of Bengal,bay_uk.mp3,bay_us.mp3
184,beam,noun,c1,/biːm/,/biːm/,"a line of light, electromagnetic waves or particles",narrow beams of light/sunlight,beam_uk.mp3,beam_us.mp3
185,beast,noun,c1,/biːst/,/biːst/,"an animal, especially one that is large or dangerous, or one that is unusual",wild/savage/ferocious beasts,beast_uk.mp3,beast_us.mp3
186,behalf,noun,c1,/bɪˈhɑːf/,/bɪˈhæf/,in order to help somebody,He began a petition in behalf of the farmers.,behalf_uk.mp3,behalf_us.mp3
187,beloved,adjective,c1,/bɪˈlʌvɪd/,/bɪˈlʌvɪd/,loved very much,"in memory of our dearly beloved son, John",beloved_uk.mp3,beloved_us.mp3
188,bench,noun,c1,/bentʃ/,/bentʃ/,"a long seat for two or more people, usually made of wood",a park bench,bench_uk.mp3,bench_us.mp3
189,benchmark,noun,c1,/ˈbentʃmɑːk/,/ˈbentʃmɑːrk/,something that can be measured and used as a standard that other things can be compared with,Tests at the age of seven provide a benchmark against which the child's progress at school can be measured.,benchmark_uk.mp3,benchmark_us.mp3
190,beneath,preposition,c1,/bɪˈniːθ/,/bɪˈniːθ/,in or to a lower position than somebody/something; under somebody/something,They found the body buried beneath a pile of leaves.,beneath_uk.mp3,beneath_us.mp3
191,beneficial,adjective,b2,/ˌbenɪˈfɪʃl/,/ˌbenɪˈfɪʃl/,improving a situation; having a helpful or useful effect,A good diet is beneficial to health.,beneficial_uk.mp3,beneficial_us.mp3
192,beneficiary,noun,c1,/ˌbenɪˈfɪʃəri/,/ˌbenɪˈfɪʃieri/,a person who gains as a result of something,Who will be the main beneficiary of the cuts in income tax?,beneficiary_uk.mp3,beneficiary_us.mp3
193,beside,preposition,b2,/bɪˈsaɪd/,/bɪˈsaɪd/,next to or at the side of somebody/something,He sat beside her all night.,beside_uk.mp3,beside_us.mp3
194,besides,adverb,b2,/bɪˈsaɪdz/,/bɪˈsaɪdz/,used for making an extra comment that adds to what you have just said,"I don't really want to go. Besides, it's too late now.",besides_uk.mp3,besides_us.mp3
195,besides,preposition,b2,/bɪˈsaɪdz/,/bɪˈsaɪdz/,in addition to somebody/something; apart from somebody/something,We have lots of things in common besides music.,besides_uk.mp3,besides_us.mp3
196,betray,verb,c1,/bɪˈtreɪ/,/bɪˈtreɪ/,to give information about somebody/something to an enemy,"betray somebody/something, He was offered money to betray his colleagues.",betray_uk.mp3,betray_us.mp3
197,bias,noun,b2,/ˈbaɪəs/,/ˈbaɪəs/,"a strong feeling in favour of or against one group of people, or one side in an argument, often not based on fair judgement",accusations of political bias in news programmes (= that reports are unfair and show favour to one political party),bias_uk.mp3,bias_us.mp3
198,bid,noun,b2,/bɪd/,/bɪd/,an offer by a person or a company to pay a particular amount of money for something,"bid for something, A German firm launched a takeover bid for the company.",bid_uk.mp3,bid_us.mp3
199,bid,verb,b2,/bɪd/,/bɪd/,"to offer to pay a particular price for something, especially at an auction","bid (something) (for something), I bid £2 000 for the painting.",bid_uk.mp3,bid_us.mp3
200,bind,verb,c1,/baɪnd/,/baɪnd/,"to tie somebody/something with rope, string, etc. so that they/it cannot move or are held together strongly","bind somebody/something to something, She was bound to a chair.",bind_uk.mp3,bind_us.mp3
201,biography,noun,c1,/baɪˈɒɡrəfi/,/baɪˈɑːɡrəfi/,the story of a person’s life written by somebody else; this type of writing,Boswell’s biography of Johnson,biography_uk.mp3,biography_us.mp3
202,biological,adjective,b2,/ˌbaɪəˈlɒdʒɪkl/,/ˌbaɪəˈlɑːdʒɪkl/,connected with the science of biology,the biological sciences,biological_uk.mp3,biological_us.mp3
203,bishop,noun,c1,/ˈbɪʃəp/,/ˈbɪʃəp/,a senior priest in charge of the work of the Church in a city or district,the Bishop of Oxford,bishop_uk.mp3,bishop_us.mp3
204,bizarre,adjective,c1,/bɪˈzɑː(r)/,/bɪˈzɑːr/,very strange or unusual,a bizarre situation/incident/story,bizarre_uk.mp3,bizarre_us.mp3
205,blade,noun,c1,/bleɪd/,/bleɪd/,"the flat part of a knife, tool or machine, which has a sharp edge or edges for cutting",The machine comes with a plastic guard over the blade to protect the operator.,blade_uk.mp3,blade_us.mp3
206,blanket,noun,b2,/ˈblæŋkɪt/,/ˈblæŋkɪt/,"a large cover, often made of wool, used especially on beds to keep people warm",It’s cold tonight—can I have another blanket?,blanket_uk.mp3,blanket_us.mp3
207,blast,noun,c1,/blɑːst/,/blæst/,an explosion or a powerful movement of air caused by an explosion,a bomb blast,blast_uk.mp3,blast_us.mp3
208,blast,verb,c1,/blɑːst/,/blæst/,"to violently destroy or break something into pieces, using explosives",They blasted a huge crater in the runway.,blast_uk.mp3,blast_us.mp3
209,bleed,verb,c1,/bliːd/,/bliːd/,"to lose blood, especially from a wound or an injury",My finger's bleeding.,bleed_uk.mp3,bleed_us.mp3
210,blend,noun,c1,/blend/,/blend/,a mixture of different types of the same thing,a blend of tea,blend_uk.mp3,blend_us.mp3
211,blend,verb,c1,/blend/,/blend/,to mix two or more substances together,"blend A with B, Blend the flour with the milk to make a smooth paste.",blend_uk.mp3,blend_us.mp3
212,bless,verb,c1,/bles/,/bles/,to ask God to protect somebody/something,They brought the children to Jesus and he blessed them.,bless_uk.mp3,bless_us.mp3
213,blessing,noun,c1,/ˈblesɪŋ/,/ˈblesɪŋ/,"God’s help and protection, or a prayer asking for this",to pray for God’s blessing,blessing_uk.mp3,blessing_us.mp3
214,blow,noun,b2,/bləʊ/,/bləʊ/,"a hard hit with the hand, a weapon, etc.",She received a severe blow on the head.,blow_uk.mp3,blow_us.mp3
215,boast,verb,c1,/bəʊst/,/bəʊst/,to talk in a way that shows you are too proud of something that you have or can do,"I don't want to boast, but I can actually speak six languages.",boast_uk.mp3,boast_us.mp3
216,bold,adjective,b2,/bəʊld/,/bəʊld/,brave and confident; not afraid to say what you feel or to take risks,It was a bold move on their part to open a business in France.,bold_uk.mp3,bold_us.mp3
217,bombing,noun,b2,/ˈbɒmɪŋ/,/ˈbɑːmɪŋ/,an occasion when a bomb is dropped or left somewhere; the act of doing this,recent bombings in major cities,bombing_uk.mp3,bombing_us.mp3
218,bonus,noun,c1,/ˈbəʊnəs/,/ˈbəʊnəs/,"an extra amount of money that is added to a payment, especially to somebody’s wages or salary as a reward",a £100 Christmas bonus,bonus_uk.mp3,bonus_us.mp3
